Country,Year,Status,Adult_Mortality,BMI,Alcohol,HIV_AIDS,Total_expenditure,Income_composition_of_resources,Schooling,Life_expectancy
USA,2001,Developed,338,31.983091504531345,3.2204383119503315,,10.764042641320694,0.7224115491066737,,90.0
South Africa,2021,Developing,213,31.667294628392845,1.0085127013584172,2.8678164001335498,9.99929227520643,0.3160532434959723,5.124006402332085,90.0
China,2010,Developing,144,27.392516445934113,,1.7082055634530091,11.958439439519415,0.8266684348362365,10.237570403650633,90.0
Canada,2000,Developed,319,26.84288816928277,11.08300015699549,3.2423227845011855,14.124736413587465,0.6487758235186032,16.794161174602024,90.0
Germany,2018,Developed,370,20.42889134277,0.48665169070780445,,10.686983085732289,0.4808411715947344,,90.0
Japan,2020,Developed,159,31.180884556853307,9.880764580905332,4.4869865916079315,3.1819215117202084,0.340045190440105,12.05693786634297,90.0
China,2003,Developing,385,22.613959467594142,7.984378139271817,0.5969050566909839,4.4081966347157495,0.4056239700583869,11.885378851456736,90.0
Brazil,2018,Developing,359,26.44382218790509,1.5489751331257262,1.6392141894290913,12.790712232223603,0.8817720082547338,9.521011268857691,90.0
China,2025,Developing,287,22.832659579767785,2.587858154195431,4.078726903130605,3.9302850616789202,0.7459157455583291,11.766766937339689,90.0
Canada,2020,Developed,74,,8.519614459741208,,2.0153124373627396,0.46243611906397836,13.519981593024893,90.0
Brazil,2010,Developing,190,28.70248084715952,4.445364202699325,1.9681776013872105,10.845920756591507,0.3426404972142692,,90.0
Japan,2007,Developed,166,18.923644591989365,14.07473592976974,,6.635368976861988,0.7488999530513135,14.283990903098262,90.0
Canada,2010,Developed,74,30.7269689801454,12.281103442260761,4.272736966010902,13.88056073564265,0.6720650218790473,,90.0
India,2003,Developing,128,23.398975519438984,14.753508097704945,1.7000219302994606,10.103570995311262,0.5629376908978527,7.010903026403195,90.0
Germany,2016,Developed,117,18.00228978107625,3.89506258425621,4.3482484240608565,2.2658656890832507,,10.870111296626519,90.0
Japan,2006,Developed,222,26.68919536703291,,0.44067215488345746,14.26999194155125,0.44092927935392034,,90.0
India,2007,Developing,61,18.796482444969254,6.468508046873368,3.8839921860431534,4.619801690963443,0.7352473167493864,,90.0
South Africa,2002,Developing,337,22.69488248295529,5.21278192970632,4.237738165273682,5.720974865688,0.9309342180660158,8.248277048353081,90.0
Japan,2021,Developed,177,30.018600286747173,,0.9090882641866938,6.631645791569588,0.41421490979393677,13.323261894379591,90.0
South Africa,2001,Developing,145,19.06572356757172,0.7914788678940393,2.1517326618610024,1.7171401496603855,0.6881258030100772,16.407360142509344,90.0
Brazil,2022,Developing,141,32.26875437005204,10.38016883919982,0.8274988733182781,7.951215911228468,0.5757202862348845,10.435710797317096,90.0
India,2014,Developing,190,18.064938685195912,6.868934916510419,3.5330206449710886,2.7264588750540915,0.5903476691340321,16.84320409972986,90.0
Germany,2023,Developed,80,22.196005776432337,3.3978243905415857,2.6767388403082837,6.613584573636924,0.4651957320830793,17.91112860613522,90.0
Canada,2021,Developed,383,30.595368954585215,9.20955459487849,3.1766167335416053,5.90993703188918,0.8363376691799222,6.379196649323377,90.0
France,2021,Developed,69,23.376592545398214,3.7928717737516675,0.9824348347810558,11.819761167971047,0.6154161426957067,8.029691443803163,90.0
China,2004,Developing,195,19.73217059712223,8.66447631516634,1.0587293102620976,12.244387162858235,,17.354936769267212,90.0
USA,2023,Developed,365,24.123976619607273,5.388131204740355,0.20748662754953184,3.1477803534472324,0.49809459331826167,17.45825992425803,90.0
Germany,2000,Developed,209,22.596685868536934,12.353283399177286,1.6103376759786485,6.131716623309167,0.41817550268351733,,90.0
India,2025,Developing,398,32.326102336729434,12.31044241150169,,6.226944254445644,0.3558417523318333,,90.0
France,2003,Developed,92,23.326914598947432,7.16025597183602,4.289674569986644,3.1197462151051907,0.7641774416011953,7.094300302333489,90.0
Germany,2014,Developed,303,31.41185202019212,5.262286640025234,3.3346372372934034,12.178349070716667,0.42755228309710613,17.948166183969228,90.0
India,2019,Developing,179,33.16182646178249,5.438396948386418,2.176981616998757,10.901196596695925,0.7485489802227184,,90.0
Australia,2018,Developed,109,25.374896132801002,12.085717885023268,4.765600571970689,3.665345008158486,0.55374468993052,11.533118887386301,90.0
Australia,2002,Developed,200,33.469033445524666,,3.5962260028791593,6.134106720313187,0.5702536206432733,16.029430443596645,90.0
South Africa,2019,Developing,336,24.41440691737428,,4.6508260143127504,2.481270347991199,0.6049653724603016,5.265220938946682,88.35251437638044
Germany,2010,Developed,54,34.38933308033184,1.2703251281296024,2.6379398663608282,9.794892359302615,0.539010530282903,12.858356769359974,90.0
Australia,2016,Developed,315,19.51792191693474,7.000396813266126,1.294521373965698,2.699206943680675,0.3654029851946835,8.601330835305117,86.60949698240206
India,2012,Developing,394,29.679327530555128,7.231981483797628,0.26413343182360993,14.803078360748849,0.5012606765018497,16.21035391371651,90.0
South Africa,2010,Developing,179,26.394838687767788,,3.6304242574192527,11.929549045630072,0.7314273344510599,8.684994940433029,90.0
India,2001,Developing,316,24.590029692746,,0.6065149900276706,6.4633396941759305,0.7327598609547661,13.927824363664815,90.0
South Africa,2008,Developing,227,28.756101938726218,5.714869105025999,1.513875641359836,9.099895051910963,0.48604579970599626,13.764855221816159,90.0
Germany,2025,Developed,302,29.96557055778363,12.126086083405363,2.662354539419487,13.758785427029723,0.5990667072624971,7.879416135175321,90.0
France,2001,Developed,105,,12.354354161234603,,8.757389925541567,0.42574069820775934,,90.0
Canada,2020,Developed,132,20.838202508702377,5.7691661396815235,,3.4429788095713727,0.4367418529943932,10.320244459210166,90.0
Japan,2008,Developed,148,30.12178286078342,6.886860349300213,0.8312766517485032,6.30184697813623,0.3149806074642948,8.759510975556307,90.0
France,2008,Developed,198,29.32855203082951,4.549288362739244,1.8986870241082436,12.804028110416436,0.8828852574400339,15.516710744978212,90.0
Brazil,2007,Developing,378,34.42280758718751,13.988323176289681,3.0859711355848334,10.01898222385465,0.436959332298689,15.40473444991949,90.0
India,2016,Developing,205,30.93764243426331,1.7796564861237045,4.849094323168924,10.110141380673204,,10.941311378504132,90.0
Brazil,2000,Developing,239,34.16313603143274,14.006241345022051,3.6381556884984434,13.135500799638848,0.48174093121933564,12.884658929201846,90.0
France,2024,Developed,312,29.943188526091717,10.257996777530149,4.613018785469789,13.515622804475065,0.3828152466020288,12.855373707830028,90.0
South Africa,2010,Developing,129,23.066887546870532,7.973582290300968,,13.877096004912108,0.7155208740678858,15.753055929559103,90.0
Japan,2007,Developed,301,19.79120367826456,0.4898859117674381,2.958584844462002,2.3278887055441855,0.34884291956543123,10.525031383601569,85.84685783845673
Japan,2009,Developed,146,31.291005676863904,7.133942877330124,0.9601168456817227,8.617764027483412,0.38723157711212763,8.580806837276619,90.0
USA,2024,Developed,309,28.95053676509057,6.116221575040984,3.3334282594625653,11.36713329705646,0.7190918722835603,,90.0
Japan,2006,Developed,309,,,3.1168978297995356,11.596975831778193,0.5207794033129377,11.970499630668654,90.0
Canada,2002,Developed,152,24.12085792031663,9.846144052509853,3.012345852286332,9.494026827580054,0.7601660873557727,10.838926635518764,90.0
Japan,2002,Developed,89,34.265596863232865,14.567263610524288,2.4489293399412038,3.3350226925714384,0.6623260840355922,10.72157002280417,90.0
France,2017,Developed,322,26.50681947707342,8.432832165967877,2.643283019946378,12.1638877551833,0.46641376248998345,6.184785408166194,90.0
USA,2004,Developed,150,25.35639531233498,10.721299146659188,,11.08155866920924,0.7230381678180632,,90.0
France,2011,Developed,357,25.780893287707997,1.0267567884902518,2.596563463211516,2.205900801686508,,7.778576943764839,89.70970334123687
France,2011,Developed,270,21.551006308087782,6.265004937254921,0.9877795283923912,7.493337545441268,0.6486667490020197,7.560397192713378,90.0
China,2018,Developing,357,24.26802190470152,1.745377277467438,4.025871986801884,3.4356835933052503,0.5841462682792724,10.365858163606115,83.83442775685812
USA,2005,Developed,173,24.286825351782003,9.191937533047657,0.928884773493539,5.724678639981606,0.47411782883133646,7.961118441031418,90.0
France,2001,Developed,280,18.89003534318703,14.077232373212318,0.4248314494473321,1.253135290879596,0.692603248530675,12.590157475004201,90.0
China,2011,Developing,227,31.04864968480461,9.926665987074578,,6.604618157750616,,9.82902341134813,90.0
China,2018,Developing,112,25.080575342365943,1.152045724716323,3.2915371975303094,8.698276896186947,0.9492880548459999,,90.0
USA,2004,Developed,165,31.977058075879196,5.319993074776242,2.188584124667707,9.674156299579217,0.6950457996832259,11.983201180852376,90.0
Brazil,2011,Developing,240,32.45591601903822,8.259950691612772,1.383770659756543,10.288864831801941,0.5630588183139605,7.6459617922634635,90.0
South Africa,2016,Developing,111,21.603898929877186,,2.790855919452204,12.70807838343444,0.446384615140531,7.024771097251888,90.0
Canada,2016,Developed,305,29.175009196892184,12.504660157127585,1.7350116770609998,4.01648070186022,0.4671124581068226,16.445484737356864,90.0
South Africa,2009,Developing,56,26.02879067077069,12.220065070649838,4.664338450633165,2.6867455141385514,0.6116457357973477,10.638408136808472,90.0
Japan,2024,Developed,204,32.962664544665245,9.177465301548322,4.61322569801786,12.92152040657096,0.538730505832461,10.357216925223009,90.0
Canada,2022,Developed,141,21.66759154599972,5.601869176990578,2.5118590998604775,3.1925794084970986,0.8939794397062137,5.4629579535469395,90.0
Japan,2016,Developed,63,29.522824405270754,3.830045606448662,1.6394199700912926,14.646641138706734,,11.473691933636111,90.0
France,2014,Developed,278,28.331786078296282,1.5881147731969398,3.6856620697831954,12.795535211580917,0.542738984244533,12.204206380943,90.0
India,2011,Developing,135,23.020125118721158,,,8.012272482454389,,12.264931322410664,90.0
USA,2015,Developed,182,20.322215362069933,,,14.739899948908352,0.8438031367389778,14.191405201197497,90.0
Canada,2023,Developed,232,29.077875928113702,10.137343876561104,1.6816169713516675,2.3632742075120587,0.7230124085504861,7.307263854883153,90.0
Canada,2018,Developed,111,30.556156788249623,9.872397364463602,4.602679425512774,5.242920656451423,0.6992097527072803,,90.0
France,2007,Developed,268,23.36566484397695,1.0516220946188541,0.06001513636341271,9.93514181056856,,15.539496047995366,90.0
Brazil,2020,Developing,295,28.962154268379336,5.9288897314673665,2.7640743785917454,5.900096158624502,0.8316377149410856,17.313218018964122,90.0
China,2016,Developing,279,24.717225429395555,2.7266830082604288,3.70331790533313,13.997215727731085,0.3249365098812057,6.767125715775168,90.0
France,2022,Developed,128,30.1245170158045,2.3521905797520852,,1.918765234489446,0.8660181620197736,11.469444208567836,90.0
Australia,2004,Developed,198,21.386659673198903,12.409532246058689,0.4270151508136083,8.691765648853504,0.6332874348660542,7.7842912856146285,90.0
China,2021,Developing,187,33.133655044814965,0.628728250743863,4.862306950139511,9.272127743531604,0.5588626526612183,5.780951188614772,90.0
USA,2015,Developed,363,22.885963139914857,6.28774313853182,2.5900521568804895,10.138193732881138,0.6231587324664956,9.231543395639761,90.0
China,2005,Developing,114,24.2523617918546,2.523054836497773,3.070931221595057,4.579327126645402,0.7338200948469902,6.867939127394766,90.0
Brazil,2007,Developing,62,18.987563185365946,13.18995323517711,1.1830489135375366,6.103929985278103,0.3082975272366333,14.229129954645202,90.0
China,2024,Developing,262,19.8957076094617,8.355607699125526,2.417490425534019,12.811527415309687,0.866508706697861,11.938430377728778,90.0
USA,2017,Developed,291,26.769652346109577,3.4707095456527206,2.1457474597916093,3.729198765582238,0.5903806914524052,6.869848122874041,90.0
Brazil,2024,Developing,262,22.549075504375516,7.536409307495646,,12.57614986042707,0.5229282378050508,5.120140649271686,90.0
South Africa,2011,Developing,230,32.2031638376173,10.972295395546737,0.5308017677373361,8.877175920638393,0.38985961766213706,15.506041637314766,90.0
Canada,2014,Developed,387,18.249787607134216,14.371770133791507,4.1873625980938725,11.67062515671715,0.5856524933329874,7.290527280135218,88.84560098148121
Canada,2025,Developed,222,24.444598827422915,3.306690063681284,,10.990503127688601,0.6226098013348462,12.880816348869958,90.0
Japan,2008,Developed,209,23.734874295074576,13.292726581940176,0.9747913574931527,3.905160935388306,0.5623703514207605,,90.0
South Africa,2012,Developing,213,18.328569725599216,14.014561712512354,2.5245572562506964,8.96337831007422,0.741129060987483,12.611317198095463,90.0
South Africa,2025,Developing,237,20.114262783008673,,3.843735656812565,13.148124139271292,0.5735827436934968,9.103497150770213,90.0
China,2014,Developing,240,25.0319254736168,9.531215352928648,0.3097325928949396,7.049627315227011,,6.130214288999304,90.0
Canada,2009,Developed,357,26.378697935606592,,2.884039598191279,14.532270783126435,0.6895303865853346,7.898350111250797,90.0
USA,2015,Developed,305,24.872925703332776,6.048159497757341,0.5960522142028668,7.331011401424053,0.8248606581737408,7.444761364227983,90.0
Germany,2006,Developed,232,27.025940533005596,11.285968234556819,0.1823052541280923,2.998998913350386,0.37108133702116125,10.56425158171537,90.0
Germany,2016,Developed,166,28.117238473396586,7.969410275263979,,6.452085521087425,0.5582393404148387,13.557689184540045,90.0
Brazil,2022,Developing,331,18.168704959173205,10.161571068424417,4.170820541042207,14.32383368946752,0.5189510059406492,8.429478974302647,89.71362572044076
Canada,2025,Developed,245,25.889617710709565,6.4268685577319316,0.5898624181403078,5.476091890757959,,,90.0
Canada,2020,Developed,83,34.379487095089004,10.972446960647085,0.22575682206145975,13.15337423813888,0.8597237880399267,11.74618573544184,90.0
Germany,2021,Developed,101,26.82354876220233,12.367072764068237,,13.337509543546457,0.3509198415453043,12.874873361666637,90.0
Canada,2025,Developed,161,,2.196543849042242,4.2199673597101235,5.902611340647455,0.347173618729062,17.517316422023526,90.0
China,2006,Developing,301,23.301685584587013,12.49394573361342,1.3120418824465097,2.1656072127088497,0.8527065103024392,12.663120440212209,90.0
Australia,2013,Developed,131,31.157853428596965,8.104447976854608,2.108563087629582,11.143810728223455,0.4383525559249323,11.125243271915844,90.0
India,2014,Developing,281,31.139665191893954,12.669988636353365,0.19961266281875611,5.361172186195804,0.7346896153923788,12.45422113667015,90.0
South Africa,2020,Developing,276,26.86203281012036,6.469525595115219,2.2453925706743796,11.960930599606014,0.6528707860345233,17.06270818820635,90.0
Japan,2006,Developed,282,34.59223499574663,5.685607280745526,2.8880654031856685,7.1971678756460635,0.841380836676699,15.7689158928214,90.0
Brazil,2008,Developing,270,20.134353650965107,13.725910987758336,2.854535268760724,7.793734392796702,0.3813077913936623,9.198723533729504,90.0
Australia,2018,Developed,91,18.288110303122878,3.7675390132260196,1.662133460871826,11.890731694479516,0.3843589277196973,8.084306727542785,90.0
Germany,2015,Developed,70,,,1.5776659033156775,6.353086634862791,0.6619319341808998,8.414236960758958,90.0
South Africa,2007,Developing,91,,7.260308587641061,0.5331180946829894,7.203782834520803,0.9151461246829411,11.557473516297769,90.0
Canada,2017,Developed,162,20.043522895049797,7.711431638268896,1.833991603231342,6.26666656277471,0.5697485429409902,14.672642865971511,90.0
Japan,2022,Developed,154,22.514908160296304,4.627024222342261,0.49747334436482327,6.142767213881919,0.5125123651655517,11.541849693378508,90.0
Canada,2017,Developed,241,,8.595633009285235,3.832979723560258,8.363252076620432,0.6943480600786257,5.8813531457654635,90.0
USA,2019,Developed,66,22.9862463832696,4.878167944143169,4.831371488740929,12.32319222301611,0.90479159035427,14.406549105719751,90.0
USA,2006,Developed,169,31.143411856617416,0.5890412136247847,4.8503722833335345,6.064756366915923,0.8440030913490053,,90.0
Japan,2002,Developed,178,26.80532897111384,4.079979080165341,4.325355496876969,8.339566087528315,0.9470643469765929,,90.0
Japan,2017,Developed,179,23.917625083860898,0.09568565109886018,3.0039607466980955,10.390182556196411,0.3146695790815451,,90.0
Germany,2009,Developed,109,,14.67532180585285,3.5043284862193995,4.77215224825117,0.37335779406329545,10.545694713707114,90.0
Japan,2006,Developed,97,18.02301163716296,14.486208147296212,,4.885319268633496,0.6961540461883042,16.558551624456754,90.0
China,2016,Developing,78,23.09660896860901,5.927329462084575,3.1538521008631033,14.067783778328367,0.8333746855670023,15.987932256089618,90.0
Canada,2013,Developed,146,28.98979860784482,10.92556281509469,,11.129484026635241,0.4854088224993982,11.83061597802535,90.0
Australia,2023,Developed,59,34.56130554487807,5.1870914761563744,2.4100866988846628,9.080613467126325,0.4554872072222421,13.989572095576728,90.0
France,2002,Developed,291,32.40003405872629,10.066397356289642,3.78888280187579,10.068080761888568,,16.483546113287353,90.0
Japan,2011,Developed,363,18.401114398973995,12.081450645689687,,1.4101922034478571,0.3366482050046005,11.444321131017581,82.31511631020423
Brazil,2012,Developing,281,33.27553027947227,14.201343670383611,1.5901980584725994,9.653441517863756,0.5400987209286803,,90.0
USA,2001,Developed,326,,6.00318413774508,4.623208955643183,8.133124225138827,0.6287759946850142,14.797659792824556,90.0
China,2002,Developing,333,31.266394100706666,11.749469744340715,0.2811214742548612,8.6404955169121,0.6642266383277102,7.860861312200993,90.0
South Africa,2004,Developing,252,25.785927903060717,3.9889267594817817,2.428171492066702,6.031933575631439,0.7735998519153049,10.050904924078546,90.0
France,2010,Developed,296,24.766089980226546,14.854984556904725,4.564004002039309,2.1406345679811865,0.5306497202299278,16.254454082388317,90.0
Australia,2007,Developed,339,23.149567390164275,0.38654398146526714,3.051815039090785,3.7067492705687304,0.6982448240384946,,90.0
France,2025,Developed,313,19.11681260222422,9.052932097516814,2.73203537106066,14.310425984977405,0.6804940248141216,10.249543068217491,90.0
Japan,2022,Developed,263,21.880001179392885,9.892589724769907,1.248720896146776,6.721793871793075,0.6559504654249355,7.791678531308646,90.0
Germany,2022,Developed,249,22.19226179462642,10.320683356111932,1.7163774453222413,7.533564181632098,0.7163141405424378,9.627589080819074,90.0
USA,2011,Developed,128,26.229310185073427,1.805813681836335,4.260242079023465,1.737937057948146,0.46864196119424956,8.69335393995663,90.0
USA,2006,Developed,392,30.706554912143798,14.077946752096956,2.7960906588422905,1.5259272136157283,0.3550216898300088,7.2891607432701,90.0
South Africa,2014,Developing,393,26.054767082765093,2.717749185751242,2.5737109687838995,11.040540258654607,,14.663327876353536,90.0
Germany,2023,Developed,222,,9.341301048597616,0.4978985677001446,8.533325297695558,0.4459785487250357,,90.0
Canada,2016,Developed,118,34.28242661679947,3.3401411868462745,0.08014078227561561,8.121883779027733,0.6251286580898103,,90.0
India,2003,Developing,136,34.026313424599905,,4.818425943435246,4.403743425917361,0.8462877878549131,10.016172808869417,90.0
China,2021,Developing,150,31.348222233522943,8.196878125921865,1.8849308364342083,11.42651024281891,,17.767005922263202,90.0
USA,2024,Developed,57,34.85257432659175,6.257901278468648,3.0160653104975217,3.3553121075188863,,10.084199173926866,90.0
Brazil,2012,Developing,382,27.25619965760447,2.403384014647594,,3.6590864112542807,0.5281341555519594,6.039772276357812,90.0
USA,2017,Developed,249,34.3670619543045,2.564046036312724,3.415571428615233,7.449970398875856,0.5630249320715576,6.167734783437092,90.0
France,2000,Developed,136,19.285285690484763,6.272171822441995,4.662833543529804,5.007918069567173,0.5558932258938982,12.679798377589844,90.0
USA,2015,Developed,92,,11.35924467413251,2.8783262649870984,4.464481737264049,0.42471756986292597,12.791726172597453,90.0
USA,2012,Developed,158,21.83148155611502,13.469469702716829,0.6305766118770528,10.033327023746644,0.3397908277933218,10.443866876274514,90.0
India,2009,Developing,201,21.32916243028259,1.2619149338907425,2.9086076373673837,10.113604433059622,0.6840954603376974,,90.0
India,2011,Developing,66,20.393650131175495,5.896558613391016,3.8317360655232617,12.543238977199008,0.942990844223381,5.701123576931326,90.0
Australia,2001,Developed,182,28.581031906621945,1.5036834558431496,2.0320826828700933,6.847919937621662,0.4084393082176708,11.71510463506041,90.0
Canada,2022,Developed,197,31.282471547704183,0.24888720948896825,,2.0231912743661034,0.33034513293452794,11.561613179944572,90.0
Brazil,2002,Developing,326,27.83107279014613,9.92578023965935,3.2434147667868225,4.831329388900407,0.8066955931855564,6.944141141240279,90.0
USA,2009,Developed,281,20.498366062999565,9.036741629498817,4.496244591446013,14.720076484755436,0.4641809043450707,,90.0
USA,2001,Developed,363,31.789104088869003,2.445286707223293,3.117526556236686,9.34762005325783,0.8392684734794034,6.6064423777933765,90.0
China,2022,Developing,277,28.811230021783384,3.5071924963959615,0.6564398600241211,10.936319187214284,0.7575588335724349,6.313367204386361,90.0
India,2012,Developing,188,24.598817004158924,0.3556163046677757,1.5484585555259456,1.1030096147558035,0.9146877990830229,12.926206541977876,90.0
Brazil,2012,Developing,260,29.46021502411307,12.524208085416056,1.0089747412622847,8.254880250555292,,7.554274481237942,90.0
South Africa,2017,Developing,77,,14.620358940728272,4.544132488584312,1.5254012054452437,0.7302803956429121,8.268591978437025,90.0
Australia,2002,Developed,100,23.86826754440158,2.031893051920362,,8.96922296928027,0.6021556075286258,7.256437873968716,90.0
Canada,2006,Developed,310,33.597259333243834,3.472128206479472,3.38199184455003,13.890791894905055,0.7098826532505532,17.451858957830538,90.0
Germany,2013,Developed,310,22.938576596414148,13.026142859204011,,14.55786782700571,0.5922392889050292,16.11002702097386,90.0
Canada,2019,Developed,399,25.989800558684923,13.896956969342773,0.9202238602510676,8.567737455444938,0.4226109601756486,,90.0
France,2016,Developed,57,,6.294410742102155,3.782255439944559,7.414867273531024,0.6301333204021975,9.258361820987638,90.0
USA,2020,Developed,369,30.03126295454797,0.7593370840361119,2.3707897293953986,14.230239319478915,0.6435797309343374,7.728606949964963,90.0
Australia,2011,Developed,187,19.057454844799945,0.590877505392291,1.1289477607531455,10.43053764795373,0.8268925013691046,11.394387472990708,90.0
France,2024,Developed,87,20.504151752742494,8.609247991035156,3.0831098908263757,1.9085899135377324,0.7780884587658277,5.254936922165297,90.0
Brazil,2015,Developing,160,18.133307043122585,5.893426633397685,0.20166926069225988,7.520158087344965,0.7314645555619386,13.727784115658345,90.0
Germany,2023,Developed,269,28.72567043389578,0.42978641366481773,1.6308512706412674,4.363430258500255,0.37370161210917213,11.80105594762934,90.0
India,2011,Developing,386,25.61044823197711,,2.3427849729556733,7.577260500281541,0.7684005889314147,16.682306067914343,90.0
Australia,2014,Developed,272,20.282672465338685,,0.7397916705470292,7.376518008089064,0.6251983516304345,7.137104896269384,90.0
Australia,2024,Developed,185,34.2848800579651,11.810579372239095,4.9232723879541975,9.150027239406388,0.8811646984690034,15.453420198794712,90.0
USA,2009,Developed,305,27.00421530707554,4.596492340550574,1.0454868229480714,5.994786864889518,0.8979161071848527,15.295493188067304,90.0
Japan,2024,Developed,378,,0.6038700451384815,0.6517656502163277,3.2997862923829926,0.33585178389116055,6.6533554598195295,85.15793132461708
Australia,2006,Developed,98,26.51026070963003,8.825283314747299,1.017674369434482,8.052072084259388,0.8334170142304111,10.18126991387366,90.0
China,2019,Developing,341,29.553545656496834,5.96526621649582,3.8453056657986213,12.62284038084067,0.3245033037747359,7.21198433487872,85.84769332208887
Germany,2004,Developed,373,19.296066705550597,14.607006200357242,2.127528296359214,10.296171192946431,0.5386602567017647,8.311366505948136,90.0
Germany,2000,Developed,127,22.669964855814165,8.162979937555534,2.82707969876269,5.737150122953022,0.6524949841537013,8.422200272797078,90.0
China,2016,Developing,154,31.71841334502789,4.128587715555124,,14.097322318624002,0.3962655191076328,12.231073122335046,90.0
South Africa,2002,Developing,218,25.81430279684524,10.64158296950962,,13.770905997488551,0.7851039781698999,10.348342112886051,90.0
China,2012,Developing,266,27.291811414549013,4.07238003814067,2.2291277491350807,3.930877591377383,,17.32052645208197,90.0
China,2013,Developing,168,25.357872037560977,13.563649371113476,,1.5518461916850816,0.4095893814821239,6.6428118453110665,90.0
Germany,2023,Developed,239,18.746299024931087,5.620829557610646,4.426194393537826,11.378321916910672,0.6775179394047591,,90.0
Canada,2017,Developed,304,20.81774625694265,8.24802844164308,0.4335328379782011,12.586543658888147,0.76435191532424,7.998302322785431,90.0
Germany,2003,Developed,315,25.574207858612144,0.7585965573634329,2.691815510505114,14.550103923318973,0.8958180167510454,15.04736117296409,90.0
Japan,2017,Developed,198,21.556152911934774,6.391818569283462,,13.45770951723635,0.7585728237575055,9.406609040246678,90.0
USA,2004,Developed,213,18.84964348721454,12.485453094914924,1.9398637719894318,9.407486754889808,0.7366565256656628,6.860058140425081,90.0
France,2024,Developed,189,32.342044288881006,12.084732080450129,4.147829157141843,8.420732748973332,0.5563217451279318,16.15255940820112,90.0
Canada,2015,Developed,396,34.68027299578997,3.3647783828028937,0.668478271997181,1.389774717676208,0.3008348765924209,9.015191690074023,90.0
India,2000,Developing,307,31.48342885794457,3.3911860651584402,,4.45319025582689,0.37810351817815424,,90.0
France,2020,Developed,318,32.514343668979336,12.259579683198552,,7.43460652426097,0.6474604540914254,12.363767906126146,90.0
USA,2013,Developed,230,22.11361121538977,13.955976302539883,4.706671963934508,9.79905460116995,0.7388344257988727,11.132832022081367,90.0
